country,description,designation,points,price,province,region,variety,winery
US,"The reserve gets 90% new French oak, and there is a strong scent of oaky toast, with flavors that follow. Plump cherry fruit fills a broad midpalate, finishing with rather hard tannins that show a green edge.",Winemaker's Reserve,87,39.0,Oregon,Umpqua Valley,pinot noir,Reustle
US,"With aromas like butter and custard, and flavors that suggest ripe apple and crisp lemon, this is both refreshing and multifaceted. It feels light bodied and has a bit of a sweet-tart balance going for it.",Hybrid,85,10.0,California,Lodi,chardonnay,Peltier
US,"This smells taut, lean and crisp, while the mouthfeel is moderately rich, with mild flavors of pear and melon to fill it out. This wine is not a solo star but a good supporting player for lunch, wine time, or a first course at dinner, especially considering the price.",,85,10.0,California,California,sauvignon  blanc,Pepi
US,"There's an earthy, rustic quality to this soft red Bordeaux blend that veers into overripe, syrupy qualities on the palate, giving it a heaviness that seems to defy its cooler appellation.",Estate Blend,85,55.0,California,Coombsville, Cabernet sauvignon,Blue Oak
US,"This is fresh, fruity and medium bodied. Aromas recall mild peach and pineapple, and flavors convey ripe apple with a dash of vanilla, plus a smooth texture. The wine is appealing and shows no rough edges.",,85,23.0,California,California,Chardonnay,Bota Box
US,"The herbal side of the grape dominates here, in both aromas and flavors. The mixed red berries have a wild, mountain-grown flavor, with streaks of green bean. Acids are chalky, and a thoughtful food pairing—something meaty and pepper-crusted—is what will bring out the best in this wine.",,85,28.0,Oregon,Rogue Valley, Cabernet sauvignon,Del Rio
US,"An earthy funk and puckeringly dry tannins mark this wine, which remains dry on the palate from start to finish, characterized along the way in leather and black pepper.",,85,75.0,California,Napa Valley, CABERNET SAUVIGNON,Treasure
Italy,"A blend of 50% Sangiovese, 20% Merlot, 20% Petit Verdot and 10% Syrah, this simple red opens with aromas of fresh violets, red berries and a whiff of spice. The brisk palate offers black cherries, a note of white pepper and a hint of sage alongside tangy acidity and loose-knit tannins.",Elacaia,85,15.0,Tuscany,Toscana,red blend,I Veroni
US,"Low in alcohol for a Syrah, this shows light, underripe flavors of strawberry and white pepper. Not particularly complex, it's maturing quickly and should be consumed over the next couple of years.",,85,20.0,Oregon,Umpqua Valley,Syrah,Melrose
US,"Made from a majority of Merlot rounded out by other red Bordeaux varieties, this wine leans savory, featuring mushroom and leather within a suggestion of Martini olive water. The fruit is more shy, revealing black currant at best, with a flat, ghost-like finish.",Pauline's Cuvée,85,30.0,California,Napa Valley,Bordeaux-style red blend ,Atalon
US,"Practically a liquid fruit salad, this smells and tastes like orange, apple, cantaloupe and banana. The texture is smooth and rounded, rather than crisp. A little buttery flavor comes through on the finish.",,85,18.0,California,Solano County,sauvignon blanc,Barrel Racer
US,"Flinty and austere, this is an elegant white wine crafted from 100% Musque clone, dancing in pear and grapefruit. The layered texture impressively stands out, riding the wave between creamy and lemony crisp with precision, opening the door for the wine to finish refreshingly.",Samantha's,92,30.0,California,Alexander Valley, Sauvignon blanc,Lancaster
US,"Black and dense in yeasty baked bread and olive, this is a Cabernet-heavy wine with small amounts of Merlot and Petit Verdot. Black licorice, plum and tobacco play against each other within the thick, concentrated texture, tied up nicely by a long, tobacco-stained finish.",Les Sommets,92,85.0,California,Napa Valley,Cabernet sauvignon ,Les Belles Collines
Italy,"This elegant, structured red opens with a potpourri of perfumed berry, wild flower and a whiff of cake spice. The juicy palate doles out black cherry, wild strawberry, cinnamon, star anise and menthol alongside firm but fine-grained tannins. Drink 2017–2022.",Allegracore Rosso,92,28.0,Sicily & Sardinia,Etna,Red  blend,Fattorie Romeo del Castello
US,"This is winemaker Rob Folin's side project, sourcing grapes from the excellent Utopia Vineyard in the heart of the Willamette Valley. It captures the elegance, precision and depth of that specific location. Toasty, spicy and focused, it's structured around bright, deep raspberry and Bing cherry fruit. The lush baking spices are the perfect frame.",Utopia Vineyard,92,45.0,Oregon,Ribbon Ridge,pinot noir,Hayward by Folin Cellars
US,"Aromas of blackberries are set against freshly milled cedar, dried flowers, chopped herbs and a bit of iron. Oregano and thyme lead the palate, with slightly sour boysenberry fruit as well as espresso, dark chocolate and camphor, leaning on herbs more than ripe fruit.",J.D. Hurley,92,27.0,California,Santa Cruz Mountains,cabernet sauvignon ,Martin Ranch
US,"This tastes dry, though the 12.5 g/L residual sugar does round off the mouthfeel. Powerful, juicy fruit flavors of lemon pith, orange peel, pink grapefruit and white peach abound, with a touch of honey in the finish. Two-thirds was sourced from the excellent Hyland Vineyard.",,92,24.0,Oregon,Willamette Valley,riesling,Penner-Ash
US,"This is a power-packed blend of 72% Syrah, 15% Grenache, 8% Petite Sirah and 5% Mourvèdre, with smoky aromas of game, bacon fat, pressed blackberry, pepper and baking spices. The palate is oak-driven, with flavors of smoked meats in boysenberry sauce, but the tannins are so strong that this needs until at least 2018 for the components to shine properly.",Passage,92,45.0,California,Paso Robles, RED BLEND,Sextant
US,"From this particular block all the vines are the Pommard clone, which keeps it distinctive from the other Shea cuvées. Smooth, silky, slightly smoky and showing a supple mouthfeel, this mixes brambly berry, nougat and caramel notes, with a finishing flourish of toasted hazelnuts.",Block 23,92,60.0,Oregon,Willamette Valley, PINOT NOIR,Shea
Italy,"This elegant, full-bodied red opens with a lovely fragrance of red berry and violet. The juicy palate doles out crushed wild cherry, mocha, grilled sage and cake spice alongside firm, polished tannins and fresh acidity. Drink 2015–2025.",Musmeci Riserva,92,50.0,Sicily & Sardinia,Etna, RED BLEND,Tenuta di Fessina
US,"The grapes for this limited-production wine come from the outstanding Alloro vineyard. The texture and complexity are immediately apparent. Mouthcoating plum and cherry fruit combines with lively citrus, toasty oak and a rich chocolate note. Drink now or put some away for a few years, but don't miss this one.",AVA Series,92,50.0,Oregon,Chehalem Mountains,Pinot noir ,Willamette Valley Vineyards
US,"Sweet and extra ripe, this pushes the peach and apricot fruit to a rich and focused center, and keeps the impact of new French oak at just 20%. Which is plenty, adding just enough sweet and toasty vanilla to the extended, rich finish.",Elton,92,45.0,Oregon,Eola-Amity Hills, Chardonnay,Willamette Valley Vineyards
Italy,"Still remarkably fresh, this polished, structured wine is loaded with finesse, delivering layers of dark cherry, crushed raspberry, Mediterranean herb, tobacco and licorice sensations. Velvety tannins provide framework for the juicy palate.",Krasi Riserva Rosso,92,59.0,Sicily & Sardinia,Etna,red blend,Cantine Russo
Argentina,"Oaky lead aromas fold in can't-miss spicy scents of clove, allspice and cinnamon. The palate on this blend of Malbec, Cabernet Sauvignon and Merlot is dense but light on its feet. Flavors of oaky raspberry, cassis and cocoa powder finish toasty, rooty and with a fine feel. Drink through 2019.",Conjuro,92,120.0,Mendoza Province,Mendoza,Bordeaux-style red blend,Bressia
US,"Sourced from 30-year-old vines, this off-dry wine is finished at 30 g/L residual sugar. The layered, textural, dense tropical fruit, dry extract and tart, tangy acidity all work in concert to fill the palate with a vibrant, fresh and long-lasting cascade of bright flavors.",,92,20.0,Oregon,McMinnville,RIESLING,Yamhill Valley
US,"In its second vintage, this wine is light and spicy, clearly made to be enjoyed with food. A collaborative effort between winemaker Guy Davis and proprietor/grapegrower and chef Guy Fieri, it shines in subtly toasty oak, cinnamon and dark cherry flavors, with a lingering lushness on the finish.",Estate Grown,91,50.0,California,Russian River Valley,Pinot noir ,Hunt & Ryde
US,"Plush blackberry, fennel, mocha, char and peppercorn aromas show on the nose of this bottling from longtime friends Paul Quinn and James Schreiner. Dried plum skin, cherry and elderberry flavors show on the palate, which is layered with tannins and turns savory with charred beef, charcoal and tobacco flavors.",Straight Cab,91,64.0,California,Paso Robles,Cabernet sauvignon,T.W. Fermentation
US,"Sweet cedar aromas kick off this attention-grabbing bottling, with elderberry and black plum scents combining for an Old World feel in which the structure can be sensed on sniff alone. Wood and graphite notes pop on the palate, where a loamy riverstone minerality courses through black currant flavors, finishing on chocolate cake.",Flood Family Vineyards,91,20.0,California,Santa Barbara County,MERLOT,Rancho Sisquoc
US,"Roasted beef and bacon fat scents meet with maple, char, Concord grape and blueberry on the nose of this hearty bottling from a winery recently acquired by O'Neill Vintners. Its tannins are deep and firm but welcoming, providing the framework for black currant, blueberry, charred beef and rosemary flavors.",,91,20.0,California,Paso Robles,SYRAH,Robert Hall
US,"Stewed black plum and tangy black cherry fruit meet baking spice and cola on the nose of this bottling from Lompoc-based Brian Loring. The palate is tangy with black cherry and cranberry, with a touch of herbs and forest floor.",Kessler-Haak Vineyard,91,54.0,California,Sta. Rita Hills,Pinot  noir,Loring Wine Company
US,"This bottling, which used 40% whole clusters and 20% new French oak, shows delicate red cherry and dark cranberry fruit, with gingerbread spice and hibiscus on the layered nose. The palate is full of tangy red plum and cranberry flavors, with touches of licorice, sage and thyme.",Highlands Ranch,91,28.0,California,Santa Lucia Highlands,pinot  noir,Mignanelli
US,"Light in color, this bottling from a famous vineyard shows red cherry, crushed clove and woody herb notes on a nose that's both sanguine and sharp with anise spice. The palate is lively and spicy, with energetic white sage and bright red fruit leading into a long-lasting, menthol-laced finish.",Garys' Vineyard,91,60.0,California,Santa Lucia Highlands, Pinot noir,Miner
Australia,"This Southern Hemisphere adventure from an Austrian winemaking family can turn out some interesting wines. In this case, it's a medium-bodied wine that's firm yet silky in feel, marrying cassis and tobacco leaf with subtle, balanced oak.",Finniss River Braeside Vineyard,91,35.0,South Australia,Fleurieu Peninsula,cabernet sauvignon,Salomon Estate
US,"Toil spearheads an ambitious Oregon project for Chris Figgins (Leonetti Cellar and the Figgins Family). A new vineyard is being developed in the Chehalem Mountains; meanwhile grapes are sourced from Ribbon Ridge and the Eola-Amity Hills. This svelte generous wine still has some baby fat from barrel aging in 30% new French oak. Cherry, cola and toasty oak flavors come together with a touch of underbrush. It's best to give this another year or two of bottle age. Drink it 2020 to 2026.",,91,50.0,Oregon,Willamette Valley, PINOT NOIR,Toil Oregon
